"reviewStatus"	"reviewNote"	"genre"	"macroGenre"	"matchScore"	"reviewPriority"	"recommendation"	"riskFlags"	"title"	"creator"	"license"	"licenseUrl"	"referenceUrl"	"candidateAudioUrl"	"subject"	"identifier"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"[RAR028] Chris Bulman - Colour Of Nite EP"	"Chris Bulman"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/RAR028_Chris_Bulman_Colour_Of_Nite_EP"	"https://archive.org/download/RAR028_Chris_Bulman_Colour_Of_Nite_EP/04_Wamping_Willow.mp3"	"Deep House; Progressive House; Ambient"	"RAR028_Chris_Bulman_Colour_Of_Nite_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"91"	"review-first"	""	"MNE007 Gartner - snk"	"Gartner"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNE007_Gartner--snk"	"https://archive.org/download/MNE007_Gartner--snk/12_Gartner_-_snk_12.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; IDM; Ambient; Dub Techno; Sci-Fi; Medellin; Colombia; Netlabel Colombia; Gartner; Gartner snk"	"MNE007_Gartner--snk"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Carousel E.P."	"Aerologic"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/tou340"	"https://archive.org/download/tou340/Aerologic%20-%20White%20Label.mp3"	"progressive house; EDM; dance music; trance; 2018; music; mp3; free; Creative Commons; podsafe"	"tou340"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Purple World"	"Astral Outlander"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/4.0/"	"https://archive.org/details/Jamendo0132171"	"https://archive.org/download/Jamendo0132171/14%20-%20Astral%20Outlander%20-%20Spring%20Comes.ogg"	"Jamendo; 8-bit; deep house; downtempo; experimental; hip hop; acoustic; ambient; atmospheric; breakbeat; chillout; chillstep; instrumental; psychedelic; psytrance; techno; trip hop"	"Jamendo0132171"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Speedsound - Interstellar Troublemaker - The X Files"	"Speedsound"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-138133"	"https://archive.org/download/jamendo-138133/01-1151479-Speedsound-Interstellar%20Troublemaker%20-%20The%20X%20Files.mp3"	"electronic; logic; psytrance; trance; Single"	"jamendo-138133"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"GYAKO - Nobody Gyako 2020"	"GYAKO"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-401977"	"https://archive.org/download/jamendo-401977/01-1718606-GYAKO-Nobody%20Gyako%202020.mp3"	"deephouse; happy; Single"	"jamendo-401977"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"Roger Subirana Mata - Journey to the stars"	"Roger Subirana Mata"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-335065"	"https://archive.org/download/jamendo-335065/01-1601714-Roger%20Subirana%20Mata-Journey%20to%20the%20stars.mp3"	"emotional; film; filmscore; piano; sad; Single"	"jamendo-335065"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Infraction - The Closer We Feel"	"Infraction"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-463890"	"https://archive.org/download/jamendo-463890/01-1903717-Infraction-The%20Closer%20We%20Feel.mp3"	"corporate; electricpiano; neutral; summer; uplifting; Single"	"jamendo-463890"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"JURA - 68 JURA lightning bolt of fire 2024"	"JURA"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-581229"	"https://archive.org/download/jamendo-581229/03-2206805-JURA-hurricane%20party.mp3"	"dark; electronic; hardcore; neutral; techno; Album"	"jamendo-581229"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"Djeemax - Bewitched"	"Djeemax"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-612654"	"https://archive.org/download/jamendo-612654/01-2273966-Djeemax-Bewitched.mp3"	"deephouse; electronic; neutral; techno; Single"	"jamendo-612654"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"En-Studio - In The Shadow Of The Moon"	"En-Studio"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-461214"	"https://archive.org/download/jamendo-461214/01-1897344-En-Studio-In%20The%20Shadow%20Of%20The%20Moon.mp3"	"atmospheric; chillout; deephouse; electronic; neutral; relaxing; synthesizer; Single"	"jamendo-461214"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"SoUnD WaVeS-official - There’s a Dance at the End of the Tunnel"	"SoUnD WaVeS-official"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-177617"	"https://archive.org/download/jamendo-177617/01-1555928-SoUnD%20WaVeS-official-Theres%20a%20Dance%20at%20the%20End%20of%20the%20Tunnel.mp3"	"dance; filmscore; happy; trap; Single"	"jamendo-177617"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Infraction - The Way Home"	"Infraction"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-456786"	"https://archive.org/download/jamendo-456786/01-1889061-Infraction-The%20Way%20Home.mp3"	"clubbing; deephouse; electronic; happy; house; synthesizer; uplifting; Single"	"jamendo-456786"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Deep-X Recordings - [deepx358] Vizuary - Cosmos Love"	"Deep-X Recordings"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-151021"	"https://archive.org/download/jamendo-151021/12-1260106-Deep-X%20Recordings-Vizuary%20-%20Now.mp3"	"ambient; deephouse; electronic; energetic; groovy; minimal; synthesizer; vizuary; Album"	"jamendo-151021"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Gera Zim Zum - Shutter Shades Sunglasses"	"Gera Zim Zum"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/ar/"	"https://archive.org/details/jamendo-131796"	"https://archive.org/download/jamendo-131796/01-1104166-Gera%20Zim%20Zum-Gera%20Zim%20Zum%20-%20Shutter%20Shades%20Sunglasses.mp3"	"dance; electronic; electronicorgan; fashion; groovy; house; synthesizer; Album"	"jamendo-131796"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"63"	"maybe-review"	""	"Various Artists - Fat & Raw Techno Music 12"	"Various Artists"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-582193"	"https://archive.org/download/jamendo-582193/07-2208917-Various%20Artists-Mr.DeVo_-Bring%20it%20on%20now.mp3"	"drummachine; electronic; happy; house; neutral; synthesizer; techno; Album"	"jamendo-582193"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"Andrey Faustov - Andrey Faustov - Walk The Line"	"Andrey Faustov"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-627372"	"https://archive.org/download/jamendo-627372/01-2305596-Andrey%20Faustov-Walk%20The%20Line.mp3"	"clubbing; deephouse; electronic; groovy; neutral; synthesizer; Single"	"jamendo-627372"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Infraction - Dont Look Back"	"Infraction"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-450145"	"https://archive.org/download/jamendo-450145/01-1874542-Infraction-Dont%20Look%20Back.mp3"	"deephouse; dreamy; electronic; fashion; happy; house; synthesizer; Single"	"jamendo-450145"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"Billy The Shit - Deaf Or Alive"	"Billy The Shit"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.0/de/"	"https://archive.org/details/jamendo-115138"	"https://archive.org/download/jamendo-115138/08-977654-Billy%20The%20Shit-Billy%20The%20Shit%20-%20Knievel.mp3"	"bass; corporate; electronic; groovy; house; strings; upbeat; Album"	"jamendo-115138"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"81"	"review-first"	""	"Café Del Chillia - The Last Hunter"	"Café Del Chillia"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-612734"	"https://archive.org/download/jamendo-612734/01-2274269-Cafe%20Del%20Chillia-The%20Last%20Hunter.mp3"	"chillout; deephouse; electronic; happy; Single"	"jamendo-612734"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"91"	"review-first"	""	"Doug Rice - Before and After / Now and Always"	"Doug Rice"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/jamendo-131572"	"https://archive.org/download/jamendo-131572/02-1102348-Doug%20Rice-Jaine_s%20Guitar.mp3"	"rock; Album"	"jamendo-131572"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"80"	"review-first"	""	"[45rpm027/2010] Sascha Muller - Phaze Shifter"	"Sascha Muller"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/45rpm0272010SaschaMuller-PhazeShifter"	"https://archive.org/download/45rpm0272010SaschaMuller-PhazeShifter/b_Sascha_Muller_-_Mind_Over_This_Planet.mp3"	"45RPM-REC; 45RPM-Records Label; Sascha Muller; Ambient; Ambient techno; Ambient-techno; Techno-Ambient; Ambient Series; Germany"	"45rpm0272010SaschaMuller-PhazeShifter"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"84"	"review-first"	""	"With a touch of..."	"D.soul"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/epa064"	"https://archive.org/download/epa064/04_cariboo.mp3"	"techno; huose; deep; epa sonidos; d.soul; dsoul"	"epa064"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"84"	"review-first"	""	"Micro→Ondas"	"VA"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/epa066"	"https://archive.org/download/epa066/08_basstk_bombada-06.mp3"	""	"epa066"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"84"	"review-first"	""	"Embankment"	"Sebastian Ramirez"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/epa072"	"https://archive.org/download/epa072/02_aguas_quimicas.mp3"	""	"epa072"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"80"	"review-first"	""	"FFM-002: Bing Satellites - Twilight Sessions Volume Eight"	"Bing Satellites"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/freefloatingmusic002"	"https://archive.org/download/freefloatingmusic002/03%20-%20The%20Hottest%20Day%20of%20the%20Year%20I.flac"	"ambient; ambient music; creative commons; netlabel; electronic; abstract"	"freefloatingmusic002"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"84"	"review-first"	""	"Sensorman - The Fortress Of Amplitude"	"Sensorman"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-155042"	"https://archive.org/download/jamendo-155042/06-1303153-Sensorman-Time.mp3"	"deephouse; electronic; happy; sad; sampler; synthesizer; techno; Album"	"jamendo-155042"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"80"	"review-first"	""	"GingerTom - The Gathering"	"GingerTom"	"CC-BY-ND"	"http://creativecommons.org/licenses/by-nd/3.0/"	"https://archive.org/details/jamendo-145144"	"https://archive.org/download/jamendo-145144/03-1208541-GingerTom-Surcease%20of%20Sorrow.mp3"	"cinematic; classical; epic; film; filmscore; horn; moviescore; neutral; orchestra; symphonic; Album"	"jamendo-145144"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"60"	"80"	"review-first"	""	"Arpeggiator - Generation Starship: Exodus"	"Arpeggiator"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-613140"	"https://archive.org/download/jamendo-613140/11-2274923-Arpeggiator-A%20New%20Earth.mp3"	"ambient; deephouse; electronic; happy; neutral; orchestra; synthesizer; Album"	"jamendo-613140"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"58"	"82"	"review-first"	""	"deeload - mood (cctrax VII) "	"deeload"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/deeload_mood"	"https://archive.org/download/deeload_mood/deeload%20-%20cctrax%20VII%20-%20mood%20-%2001.mp3"	", DeconBocon, Lingering Last Drops; D-Echo; Liquom; Sobamonk; Barce; Mike Ekin; Random Walkers; Robert Figus; New Man; deep house; cctrax; deeload"	"deeload_mood"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"58"	"78"	"review-first"	""	"My Phasing Fender"	"Sulette"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/"	"https://archive.org/details/kreislauf046"	"https://archive.org/download/kreislauf046/04_kreislauf046.mp3"	"House; Deep House; Downtempo"	"kreislauf046"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNF023 Dsum & Morris - Arium FL"	"Dsum"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF023_Dsum_Morris--Arium_FL"	"https://archive.org/download/MNF023_Dsum_Morris--Arium_FL/02_Dsum_Morris_-_Danza_Planetaria.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; Medellin; Colombia; Eviru Dibad; Dsum; David Uribe; Morris; Dsum Morris; Morris Medellin; Dsum Morris Arium FL; Netlabel Colombia"	"MNF023_Dsum_Morris--Arium_FL"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNF027 Dsum - Intimate"	"Dsum"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/4.0/"	"https://archive.org/details/MNF027_Dsum--Intimate"	"https://archive.org/download/MNF027_Dsum--Intimate/03_Dsum_-_Frolic.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; netlabel; Medellin; Colombia; Dsum; David Uribe; Eviru Dibad; Dsum Intimate; Netlabel Colombia"	"MNF027_Dsum--Intimate"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNF018 Sir Leaks - Sonidos Bajotierra"	"Sir Leaks"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF018_Sir_Leaks--Sonidos_Bajotierra"	"https://archive.org/download/MNF018_Sir_Leaks--Sonidos_Bajotierra/05_Sir_Leaks_-_Espacio_D_Tranquilo_Bobby_Remix.mp3"	"monofonicos; netlabel; deep house; house; medellin; colombia; sir leaks; techno; leaks; pheek; juan farcik; tranquilo bobby; Dsum; DCM"	"MNF018_Sir_Leaks--Sonidos_Bajotierra"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"The Hakim 101 EP"	""	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"https://archive.org/details/rar_001_Hakimmurphy_Hakim101EP"	"https://archive.org/download/rar_001_Hakimmurphy_Hakim101EP/02SpaceImpediment.mp3"	"""Random""""Access""""Recordings""""The""""Hakim""""101""""EP"""	"rar_001_Hakimmurphy_Hakim101EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"deeload - cc state of house (cctrax II)"	"deeload"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/cctrax-state-of-house"	"https://archive.org/download/cctrax-state-of-house/cc-state-of-house.mp3"	"house; zuat-zu; Natural Funk; Blaxrotationists; Cassique; Giuliano Rodrigues; Bipolar; Mickschen; Dennis Shoker; Franz Kubbillum; Gale Talk; Herb & Matt; Joel Enzo; Michael Ballus; Niko Kot; Paulice; RCF; No Sense; deep house; tech house"	"cctrax-state-of-house"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNF024 Bobby Marleni - Defected Jamz Vol 2"	"MALA"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF024_Bobby_Marleni--Defected_Jamz_Vol_2"	"https://archive.org/download/MNF024_Bobby_Marleni--Defected_Jamz_Vol_2/06_Bobby_Marleni_-_Sexy_Sexy.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; funky; deep house; deep; Medellin; Colombia; MALA; Bobby Marleni; Monofonicos; Monofonicos Netlabel; Netlabel Colombia"	"MNF024_Bobby_Marleni--Defected_Jamz_Vol_2"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNS006 V.A - Colores Paralelos"	"Monofónicos"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNS006_VA--Colores_Paralelos"	"https://archive.org/download/MNS006_VA--Colores_Paralelos/08_Christopher_-_Historias_Cortas_(Bipolar_Mix).mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; Medellin; Colombia; Netlabel Colombia; Paulo Olarte; DCM; QK; CosmicSwim; Ruido Selecto; Sir Leaks; Dreama; Christopher; Morris; Al3xandria; Deraout; Durcheinander; MALA; Velez; Therap; Monofonicos Netlabel"	"MNS006_VA--Colores_Paralelos"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"RAR017 Tomas Haas Destination: UK EP"	"Tomas Haas"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/RAR017_Tomas_Haas_Destination_UK_EP"	"https://archive.org/download/RAR017_Tomas_Haas_Destination_UK_EP/03_ganja.mp3"	"Abstract; Experimental; Minimal; Electro; Techno"	"RAR017_Tomas_Haas_Destination_UK_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"MNF017 MALA - Hive"	"MALA"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/MNF017_MALA--Hive"	"https://archive.org/download/MNF017_MALA--Hive/02_MALA_-_Deep_In_Mind.mp3"	"monofonicos; netlabel; house; minimal; break; techno; deep house; dub techno; deephouse; medellin; colombia; MALA; Mala; M.A.L.A.; MALA Hive"	"MNF017_MALA--Hive"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"87"	"review-first"	""	"MNF021 Eviru Dibad - Altitud Sur"	"Dsum"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF021_Eviru_Dibad--Altitud_Sur"	"https://archive.org/download/MNF021_Eviru_Dibad--Altitud_Sur/02_Eviru_Dibad_-_Latitudes_Intermedias.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; Medellin; Colombia; Eviru Dibad; Dsum; David Uribe; Eviru Dibad Altitud Sur; Netlabel Colombia"	"MNF021_Eviru_Dibad--Altitud_Sur"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"Digital Nature"	"Jak"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/RAR012_Jak_Digital_Nature_EP"	"https://archive.org/download/RAR012_Jak_Digital_Nature_EP/03_Somonat.mp3"	"minimal; dub; techno; tech-house; dub-tech; tech-dub; deep"	"RAR012_Jak_Digital_Nature_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"57"	"81"	"review-first"	""	"[RAR025] Megatony Strange Feelings EP"	"Megatony"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/RAR025_Megatony_Strange_Feelings_EP"	"https://archive.org/download/RAR025_Megatony_Strange_Feelings_EP/01_Scary.MP3"	"Tech House; Techno; Minimal; Deep Tech"	"RAR025_Megatony_Strange_Feelings_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"56"	"76"	"maybe-review"	""	"DJ MITCH - CHAMOMINIMAL"	"deepindub.org"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/it/"	"https://archive.org/details/mgmix017_djmitch.it_Chamominimal_deepindub.org"	"https://archive.org/download/mgmix017_djmitch.it_Chamominimal_deepindub.org/mgmix017_djmitch.it_Chamominimal_deepindub.org.mp3"	"djmitch; chamominimal; Legoego; Lomov; Freund Der Familie; Asférico; Koerner54; Exos; Marko Fürstenberg; Biodub; De-Fat; O'verb; 2loop; Duckett; Lazzich; Martin Donath; Alex Lowmax; Numlock; Waveform; Zzzzra"	"mgmix017_djmitch.it_Chamominimal_deepindub.org"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"56"	"80"	"review-first"	""	"Antena"	"Digital_volt"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/epa071"	"https://archive.org/download/epa071/08_onda_electromagnetica_algn-rmx.mp3"	""	"epa071"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"56"	"80"	"review-first"	""	"Sundown"	"Beat Doctor"	"CC-BY-NC"	"https://creativecommons.org/licenses/by-nc/4.0/"	"https://archive.org/details/tou350"	"https://archive.org/download/tou350/sundown.mp3"	"house music; bassline house; electro house; free music; Creative Commons; netlabels; netaudio; 2019"	"tou350"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"85"	"review-first"	""	"Redmann - The Remixes"	"Redmann"	"CC-BY"	"http://creativecommons.org/licenses/by/2.0/uk/"	"https://archive.org/details/tou268"	"https://archive.org/download/tou268/tou268b.mp3"	"house; dance; electro; uk; british; music; mp3; downloads; free; creative commons; dj friendly; tracks"	"tou268"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"79"	"review-first"	""	"Tears In My Heart and Upside Down remixes"	"Psychadelik Pedestrian vs Aerologic & Notch"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/tou339"	"https://archive.org/download/tou339/Psychadelik%20Pedestrian%20-%20Upside%20Down%20Aerologic%20remix.mp3"	"EDM; 2017; progressive house; deep house; dance music; music; mp3; club; DJ; free; Creative Commons; netaudio; netlabel"	"tou339"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"55"	"75"	"maybe-review"	""	"Lets Try To Sleep Now"	"Blastculture"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/tou311"	"https://archive.org/download/tou311/tou311_blastculture_let's_try_to_sleep_now.mp3"	"minimal house; tech house; EDM; netlabel"	"tou311"
